broker_company,broker_name,broker_phone_number,broker_photo_url,business_location,description,header,image_url,price
,,,,"Los Angeles County, CA","Step into the vibrant world of Greek gastronomy with this well-established restaurant in Lakewood. Over years of dedicated service, it has cultivated a loyal customer base, revered for its authentic...",Profitable Greek Restaurant with Long History – ABC47,https://images.bizbuysell.com/shared/listings/210/2109296/708136f1-c4c5-42ad-8fce-4c6ca2e33ef5-W336.jpg,800000.0
,,,,"San Jose, CA","20-year old precision machine shop plus assembly. Concentration on semiconductor original equipment industry customers. Some customers in medical device, aerospace, and defense. Owner works 10 hours a...",Precision Machining,https://images.bizbuysell.com/shared/listings/210/2109064/9ceab396-7a41-4ddd-b7eb-83b9677f4779-W336.jpg,8000000.0
,,,,"Alameda County, CA",• ±500 Sq Ft • Type 1 Hood & Grill • Lease Valid Until 2025 Option Available • New Lease Negotiable • Open 11:30 AM - 8:00 PM Wednesday - Sunday • Closed Mondays and Tuesdays • Service Options:...,Well Established Korean Restaurant for Sale | Open 5 Days a Week,https://images.bizbuysell.com/shared/listings/210/2109049/7130793e-0d90-4998-bb41-bc12c20897d7-W336.jpg,100000.0
,,,,"Hesperia, CA",BJ Delhamer | Insite Commercial | Broker #01720232 | Direct: 760.593.7653 | Fax: 619.343.3233 --- NDA for Offering Memorandum / Marketing Package and Seller Disclosure Documents:...,Two (2) RCFE/Assisted Living | Turnkey | 16-Bed Lic. | Biz+Real Estate,https://images.bizbuysell.com/shared/listings/210/2108805/7fd7e66b-6fac-4f96-a958-43f7a4e83619-W336.png,1539000.0
,,,,"Jurupa Valley, CA",BJ Delhamer | Insite Commercial | Broker #01720232 | Direct: 760.593.7653 | Fax: 619.343.3233 --- NDA for Offering Memorandum / Marketing Package and Seller Disclosure Documents:...,Two (2) Child Care Centers | Turnkey | 105-Lic | Biz+Real Estate,https://images.bizbuysell.com/shared/listings/210/2108800/1b4e20a9-5412-4bb6-aaf3-2747af72a1e9-W336.png,2375000.0
,,,,"Placerville, CA","An El Dorado County Legacy is offered for sale, Gold Hill Vineyard, featuring a winery, Tasting Room, Brewery, Wedding venue and an active & thriving vineyard. The proximity to the American River...","Award Winning Vineyard, Winery, Brewery Event Center & Home",https://images.bizbuysell.com/shared/listings/194/1947333/d6341403-2088-4495-87f1-44f37e67ba05-W336.jpg,6500000.0
,,,,"San Francisco, CA",Profitable & Wildly Popular 300sf Bakery w/Branding & Recipes for Sale! SBA Pre-Approval for New Owner Operator! RRC# 4530 Location: San Francisco Description: A stunningly branded French pastry...,Profitable & Wildly Popular 300sf Bakery w/Branding & Recipes for Sale,https://images.bizbuysell.com/shared/listings/210/2108623/2b0d70d6-8db0-4ab2-8c60-6218cb282ff8-W336.jpg,289000.0
,,,,"Mission Viejo, CA","Bring your own concept to this location and save hundreds of thousands in buildout cost, permits. This is a established pizzeria but must be converted to another brand and the landlord is seeking...",Quick Service Pizzeria,https://images.bizbuysell.com/shared/listings/210/2108620/514d5b8b-8fcc-4ea3-9f3a-b710f9d87e37-W336.jpg,149000.0
,,,,"San Francisco, CA","Located at the corner of Van Ness and Geary Street, 1050 Van Ness is situated on the ground floor of the Courtyard by Marriott Hotel (over 150 Rooms!), and is directly across from the CPMC Hospital...",Breakfast & Lunch Restaurant for Sale! W/Hard Liquor License!,https://images.bizbuysell.com/shared/listings/190/1902185/50720008-78ff-4575-8fbb-634332560ff7-W336.jpg,450000.0
,,,,"Sonoma County, CA",This Wine Shop is a well known and highly frequented hospitality venue with long standing name brand recognition The business enjoy s a reputation in the industry for a wide range of high quality...,Wine Bar/Shop with Club,https://images.bizbuysell.com/shared/listings/190/1901000/e6620589-bddd-4c10-95ef-c38f5a97a9bc-W336.jpg,300000.0
,,,,"Sonoma County, CA","The Restaurant is a well known and highly frequented hospitality venue with long standing name brand recognition. The business enjoys a reputation in the industry for authentic, original recipes,...",Profitable Restaurant For Sale in Prime location-NorCal Wine Country,https://images.bizbuysell.com/shared/listings/190/1900851/69983a7d-5333-416c-b9de-f5234a78bc84-W336.jpg,1200000.0
,,,,"Roseville, CA",here at first american brokers we present to you our subway franchise store located in Placer county off a very busy street. -8500/week -1600 rent...,Subway Franchise For Sale,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/foodother.jpg,350000.0
,,,,"Long Beach, CA",This Family Owned Optical Store has been established for 28 years. It is the Perfect opportunity for an Optician or Optometrist to purchase a well developed and established optical store in the...,Optical Store Located In Same Location for 28 Years,https://images.bizbuysell.com/shared/listings/189/1893056/0d6ced92-9537-464c-9d53-364afc3cade7-W336.jpg,149000.0
,,,,"Apple Valley, CA","• The owner is a CPA • This practice was established in 1989 • Software in use includes Lacerte, Creative Solutions, Office Tools • Approximately 388 individual tax returns with an average fee of $415...","Apple Valley, CA CPA Practice for Sale",https://images.bizbuysell.com/shared/listings/188/1889134/db06a65f-b5d5-40e1-bb47-459288dce672-W336.jpg,460000.0
,,,,"Fresno County, CA","Liquor Store located in a buy shopping center surrounded by thick residential. Gross sales 75,000 per month. Must see location to see the potential it has. LOW RENT only is $3,600 a month. In a busy...","Liquor Store for sale in Fresno, CA",https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/retailliquor.jpg,499000.0
,,,,"San Bernardino, CA",* GOLDEN CHANCE TO BE FREE FROM THE SERVANT OF THE LANDLORD * YOUR RENTAL PAYMENT WILL BE VANISHED IN THE AIR LIKE SMOKE BUT YOUR MORTGAGE PAYMENT WILL BE ADD YOUR ASSET LIKE GOOD HEALTHY FOOD *...,"Grocery Store+RE, Lots Of Apt Complex, Good Potential",https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/retailcstore.jpg,595000.0
,,,,"Avila Beach, CA","PRICE REDUCED TO SELL. Owner retiring. Iconic Opportunity. This long-time favorite is nestled in Avila Village, near the popular beach area. It has a lot of foot traffic near a popular biking/walking...","Long-Time Favorite Market & Deli, Avila Beach, CA",https://images.bizbuysell.com/shared/listings/198/1982846/a232baa6-4c33-4a80-8343-5d6022ee7c84-W336.jpg,235000.0
,,,,"Los Angeles County, CA","Established in 1994, First Choice Business Brokers has grown to become one of the largest organizations in the U.S. specializing in business sales. We have listed and managed the sale of over $8.5 Billion. You deserve an experienced, certified, and licensed professional who specializes in business sales.",,,
,,,,"Dublin, CA","This Korean tofu soup restaurant in Dublin, CA has enjoyed serving the Tri-Valley area delicious Korean cuisine. Specializing in traditional warm and comforting Korean spicy tofu soup (Soondubu...",$1.4M gross sale Korean Tofu house restaurant for sale!,https://images.bizbuysell.com/shared/listings/198/1982783/66ddae93-d40e-4fff-8f48-b16d4da5ce3b-W336.jpg,690000.0
,,,,"Salinas, CA",This dry cleaner has been serving the Salinas community and has been keeping them looking sharp in their outfits. This dry cleaner is a full-plant with a dry cleaning machine and washer and dryer for...,Price Reduced! Dry Cleaners in Salinas now for sale!,https://images.bizbuysell.com/shared/listings/198/1982773/5362e455-fdf3-4d2f-b87c-816b3e1e6509-W336.jpg,149000.0
,,,,"West Hollywood, CA","Are you ready to break into the booming cannabis industry in West Hollywood? Look no further than our consumption lounge license opportunity! As a Campus to offer sales and consumption of cannabis,...","Consumption Lounge License Option To Add Liquor License (Hollywood,CA)",https://images.bizbuysell.com/shared/listings/221/2215466/d75f706b-a1c5-4923-97ad-f5f877af931f-W336.png,850000.0
,,,,"San Diego, CA","Founded in 2013, Sorbetto Gelato Corporation specializes in the manufacture and distribution of premium Italian gelato bars. We offer our products wholesale and retail through both our own and...",Sorbetto Gelato – Premium Gelato Manufacturing & Distribution Brand,https://images.bizbuysell.com/shared/listings/214/2143314/a8f68c7a-a66b-496a-a325-a9456494f130-W336.jpg,299000.0
,,,,"San Diego County, CA",This B2B turnkey wholesale lead generating operation started in September 2019. The business has tremendous growth opportunity and operates seamlessly as a remote enterprise. This asset sale includes...,Profitable Organic Wholesale Tea & Botanical Proprietary Service in CA,https://images.bizbuysell.com/shared/listings/221/2215140/f7696ea0-ed49-4d7b-ae4c-ecb0fc347ff2-W336.jpg,394000.0
,,,,"Gardena, CA","**Size: 1,420 SF , **Rent: Approximately $1,400 rent per month and $75 NNN ** This is a fast food and sit-down restaurant with free parking spaces in front of the store front. **The present restaurant...","Restaurant Good for To-Go, Dine In and Catering",https://images.bizbuysell.com/shared/listings/221/2214770/2c5f6d5f-6382-45ad-8aec-f3baacc16451-W336.jpg,98000.0
,,,,"Alameda County, CA","Local community loves this indoor play center/play space. Consistent income from monthly subscriptions/memberships, walk-ins, and steady monthly party/event bookings during weekends. Due to facility's...",Community-Adored Indoor Playground,https://images.bizbuysell.com/shared/listings/221/2212014/52316e63-e7a9-4247-b610-c5eb5ea8c599-W336.jpg,58000.0
,,,,"Los Angeles, CA","Asset Sale! Sales: $50,000-$60,000 Sunday Closed SQ: 1400 Rent: 6,000...",Chinese Restaurant - Little Tokyo Mall - Downtown,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/foodchinese.jpg,110000.0
,,,,"Orange County, CA","National Pool Route Sales is the largest and one of the most successful swimming pool service company brokers in the United States. Our 40 years of experience gives us the ability to help beyond the purchase. Our clients enjoy success because of our free consulting and aftermarket care. Almost every client who purchases through our company receives: free consulting through Charles Baird Consulting, access to a world-class industry education  website and numerous other business and marketing aids. Our aftermarket care is invaluable and cannot be duplicated. Others may promise, we deliver.",,,
,,,,"Capitola, CA","A rare, 50-year-old, established a store on the market; the owner is looking to retire and hand off the store to the right and motivated buyer. Huge potential for an owner-operator. Business Type Ice...",Establish Baskin Robbins Ice Franchise,https://images.bizbuysell.com/shared/listings/202/2024434/b50813ae-b8b7-4e27-a7f9-35c290b2793e-W336.jpg,275000.0
,,,,"Alameda County, CA","Founded in 2008, this financial advisory company offer expert Finance, Accounting, CFO & Strategic Advisory services to small businessws in the following industries - IT Services, Product SaaS and...",Fast Growing Financial Advisory Firm with Technology Clients,https://images.bizbuysell.com/shared/listings/202/2022904/2c137e5b-cadc-4011-96fb-9d1cfb4f42c1-W336.jpg,
,,,,"North Hollywood, CA",NOHO UNIVERSAL CITY BAR with Entertainment FOR SALE Premises: 2500’ + 80 seat patio Monthly Rent: $6000.00 per month Parking: Public Lease Term: 5 yrs. plus 5yr. Option ABC License: 47 2 am liquor...,North Hollywood - Universal City Bar Restaurant for Sale,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/foodbars.jpg,395000.0
,,,,"San Ramon, CA",This is a rare combo Wet and Dry cleaning store. Stain spotting is not required. Dual Combo wet and dry cleaning process allows anyone with minimal experience to operate the business. The business is...,Dry Cleaners - Wet and Dry Cleaning,https://images.bizbuysell.com/shared/listings/202/2023814/97014174-7313-4775-95f0-efac175d4220-W336.jpg,325000.0
,,,,"San Diego County, CA","Beautiful and high profile turn-key Sushi restaurant. This restaurant has tremendous visibility from street. Prime location with tons of delicious restaurants, fun bars and great shopping where the...",Well Established Freestanding Sushi Restaurant in Prime location,https://images.bizbuysell.com/shared/listings/202/2023767/0088d36a-a915-48ea-96b7-d8912ff2ccb5-W336.jpg,700000.0
,,,,"Chino, CA","Description: This highly popular Latin American & Mexican Grocery store is located in a busy neighborhood retail center. Established in 1992, Family owned for the last 30 years. This grocery store is...",High Volume Mexican Grocery Market (Chino),https://images.bizbuysell.com/shared/listings/196/1960790/057c1074-f804-4ba9-986d-72f02e0dd392-W336.jpg,1895000.0
,,,,"Los Angeles County, CA",Recently built coin laundry & self service car wash off a major street with convenient parking and easy in and out in South Los Angeles County. All new equipment and furniture installed in this...,Coin Laundry & Coin Car Wash with Property,https://images.bizbuysell.com/shared/listings/202/2022848/d088098f-f85a-4d62-b3c1-457bae875b4a-W336.jpg,8400000.0
,,,,"Northridge, CA","This is the best Sauna in the San Fernando Valley and there is plenty of parking in their property lot. They have 8 standing showers, regular and extra hot Jacuzzi, incredible steam room charcoal...",Sauna/ Health Spa in San Fernando Valley,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/healthother.jpg,7500000.0
,,,,"Bermuda Dunes, CA",Dairy Queen Franchise available in Bermuda Dunes. Great location in a busy shopping center that is anchored by Stater Brothers Market. This is an established business of 17 and have many regular...,Dairy Queen,https://images.bizbuysell.com/shared/listings/202/2022422/c84fee05-3c24-4650-80a4-ce12dd2121ea-W336.jpg,495000.0
,,,,"San Bernardino County, CA",A full service car wash with detail service located off a major street in San Bernardino County. New equipment installed in tunnel under current ownership. This car wash comes with exceptionally long...,Car Wash Full Service in San Bernardino County,https://images.bizbuysell.com/shared/listings/202/2022103/049a4ec7-61bd-455b-b13f-5d30b9c1b2f3-W336.jpg,895000.0
